"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"098C","098","Spectacle Island","No",2013,1993,1990,1982,"","interior","Penobscot","ME","F","","","",529540.609557,5054211.79192,-68.6209427584263,45.6408248230693
"098D","098","","Yes",2013,2013,2013,1997,"","interior","Penobscot","ME","F","","","",528309.029148,5056104.17993,-68.6366356236467,45.6579090154111
"098E","098","","No",2013,2010,2009,2005,"","interior","Penobscot","ME","F","","","",528613.989,5056043.091,-68.6327249455353,45.6573466554378
"099A","099","Eagle Island","No",2013,1975,NA,1972,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Cumberland","ME","A","","","Nest tree leader is dead above nest level.",415188,4840290,-70.0527446764257,43.710788328559
"099B","099","Haskell Island","Yes",2013,2013,2012,2012,"","coastal","Cumberland","ME","A","","dominant","",433982,4872770,-69.823502541124,44.0051099271175
"099C","099","Haskell Island","Yes",2013,2013,2013,2013,"","coastal","Cumberland","ME","A","","dominant","",417255.0159,4841201.2732,-70.0272317152628,43.7192254863839
"100B","100","","No",2013,1984,1989,1978,"","interior","Hancock","ME","C","7/19/1978","supercanopy","",546894.65745,4943451.58918,-68.4086674166646,44.6428926111487
"101C","101","Liza Dunn Point shoreline","Yes",2013,2013,2013,1997,"","coastal","Washington","ME","C","","","",643409.181832,4974661.62422,-67.1832536381187,44.9109320691544
"102A","102","Courthouse Point upland","No",2013,1968,1965,1962,"","coastal","Lincoln","ME","B","","","",439231,4883940,-69.759316882018,44.1061224330485
"102B","102","Courthouse Point vicinity","Yes",2014,2014,2014,2002,"","coastal","Lincoln","ME","B","","","",438436.072142,4883674.64528,-69.76921775249,44.1036671254396
"103A","103","","No",2013,1964,2006,1962,"","interior","Lincoln","ME","B","","","",453758.689817,4872045.56455,-69.5767617302647,44.0000994432519
"104A","104","","No",2013,1963,2012,1962,"","interior","Lincoln","ME","B","","","",460318.767053,4863882.2923,-69.4943321944402,43.9269873333393
"105A","105","","No",2013,1963,1963,1963,"","interior","Lincoln","ME","B","","","",465404,4873330,-69.4315999248661,44.012304383382
"106A","106","Atlantic Highway shoreline","No",2013,1967,1963,1962,"","coastal","Knox","ME","B","","","",480597.824596,4883421.52464,-69.2424232023592,44.1037205453615
"106B","106","Four Rod Road shoreline","No",2013,1967,NA,1967,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Knox","ME","B","","","",480472,4884610,-69.2440393439378,44.114417345962
"106C","106","Atlantic Highway shoreline","No",2013,1999,1994,1993,"","coastal","Knox","ME","B","","","",480450,4884080,-69.2442946161456,44.1096450355793
"106D","106","Clemment Point vicinity","Yes",2013,2013,2013,1996,"","coastal","Knox","ME","B","","","",480669.002391,4884255.34478,-69.2415644408871,44.1112295281267
"106E","106","Four Rod Road shoreline","No",2013,2006,2004,2004,"","coastal","Knox","ME","B","","","",480489.738,4884579.337,-69.243816540954,44.1141417526648
"107A","107","Spectacle Island","No",2013,1965,1963,1962,"","coastal","Knox","ME","B","","","",507619,4877830,-68.9048836606511,44.0535954985157
"107B","107","Crane Island","No",2013,1991,1991,1986,"","coastal","Knox","ME","B","","","",508324,4877950,-68.8960804962626,44.0546682417422
"107C","107","Crane Island islet","No",2013,2004,2005,1992,"","coastal","Knox","ME","B","","dominant","Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.",508341,4877440,-68.8958763084498,44.0500763083701
"107D","107","Spectacle Island","No",2013,2006,2006,2006,"","coastal","Knox","ME","B","","","",507650.436,4877844.813,-68.9044909967536,44.0537285386817
"107E","107","Crane Island","No",2013,2009,2009,2008,"","coastal","Knox","ME","B","","","",508306.079,4877892.949,-68.8963051237649,44.0541547915302
"107F","107","Crane Island","No",2013,2012,2012,2010,"","coastal","Knox","ME","B","","dominant","",508304.219056,4877656.28746,-68.8963320607157,44.0520240514795
"107G","107","Crane Island islet","Yes",2013,2013,2013,2013,"","coastal","Knox","ME","B","","dominant","",508351.7593,4877424.9992,-68.8957422333892,44.0499411274519
"108A","108","Calderwood Neck - Mill Priviledge","No",2013,1983,1965,1962,"","coastal","Knox","ME","B","","","",513964,4883210,-68.8255300711228,44.1019400950387
"108B","108","Calderwood Neck - Mill Priviledge","No",2013,1970,NA,1962,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Knox","ME","B","","","",514054,4883400,-68.8244005290233,44.1036490002453
"108C","108","Bluff Head","No",2013,1996,1995,1994,"","coastal","Knox","ME","B","","","",516323,4883050,-68.7960612213982,44.1004507575044
"108D","108","Neck Island","No",2013,1995,NA,1994,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Knox","ME","B","","","",516461,4882710,-68.7943476774631,44.0973865464893
"108E","108","Penobscot Island","Yes",2013,2013,2013,1996,"","coastal","Knox","ME","B","","","",515279,4882130,-68.8091314786782,44.0921902532129
"109A","109","Stimpsons Island","Yes",2013,2013,2013,1962,"","coastal","Knox","ME","B","","","",514370,4887000,-68.8203540647351,44.1360546567348
"109B","109","Stimpsons Island","No",2013,NA,NA,1962,"Nest and the nest tree were fallen when first discovered.","coastal","Knox","ME","B","","","",514516,4887150,-68.8185247249895,44.1374022593687
"110A","110","","No",2013,1986,NA,1968,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","","",589509,4926860,-67.8742720425822,44.4895079600214
"111A","111","Shoppee Island","No",2013,1970,1969,1968,"","coastal","Washington","ME","C","","co-dominant","",620016.091774,4939680.91796,-67.4877243888886,44.6004648055327
"111B","111","Shoppee Island","No",2013,1980,1980,1980,"","coastal","Washington","ME","C","","dominant","",619901.858006,4939885.71589,-67.4891155277741,44.6023269166211
"111C","111","Shoppee Island","No",2013,1982,NA,1980,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","dominant","",619984.703875,4939760.67779,-67.488101138887,44.6011878332845
"111D","111","Great Head vicinity","No",2013,1998,1998,1981,"","coastal","Washington","ME","C","6/9/1982","dominant","",618229,4938830,-67.5104308825136,44.5931028675176
"111E","111","Great Head vicinity","No",2013,2000,2000,1999,"","coastal","Washington","ME","C","","","",618389,4938750,-67.5084341393866,44.5923566006298
"111F","111","Marsh Island bar vicinity","Yes",2013,2013,2013,2001,"","coastal","Washington","ME","C","","","",618991,4938190,-67.500981779669,44.5872175954497
"111G","111","Marsh Island","Yes",2013,2013,2011,2010,"","coastal","Washington","ME","C","","dominant","",619471.635843,4938178.43475,-67.4949316156596,44.5870338934311
"112A","112","","No",2013,1964,1963,1963,"","interior","Somerset","ME","D","","","",429344.901133,4983810.19773,-69.896530062207,45.0042207790145
"113A","113","","No",2013,1968,NA,1967,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Piscataquis","ME","F","","dominant","Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.",486547.530449,5033210.89458,-69.1720424166701,45.4522937500317
"113B","113","","No",2013,1968,1962,1962,"","interior","Piscataquis","ME","F","","dominant","",485485.86576,5034280.52024,-69.1856514722208,45.461900361125
"114A","114","Hay Pond islet","Yes",2013,2013,NA,1969,"Nest was used only by ospreys during the period 1980 - 2013.","interior","Penobscot","ME","F","","","",519001.804392,5112827.67527,-68.7538516606318,46.1687606052968
"115A","115","","No",2013,1965,1962,1962,"","interior","Penobscot","ME","F","","dominant","",528926,5123440,-68.6246462996935,46.2639204147804
"115B","115","","No",2013,1967,2000,1967,"Infrequent territorial behavior by adult eagle(s)  was noted only twice during 1968  - 2000 following destruction of this nest in 1967.","interior","Penobscot","ME","F","","dominant","",528062,5122650,-68.635904691874,46.2568468686318
"116A","116","","No",2013,2000,1965,1963,"Infrequent territorial behavior by adult eagle(s)  was noted only twice during 1965 - 2000 following destruction of this nest in 1965.","interior","Aroostook","ME","G","","","",516255,5183890,-68.7869509268325,46.808357809083
"116B","116","","No",2013,1999,1993,1992,"","interior","Aroostook","ME","G","","","",515907.566539,5186907.77536,-68.7913995833311,46.8355231110749
"116C","116","","No",2013,2003,2003,2003,"","interior","Aroostook","ME","G","","","",515802.500262,5186821.1818,-68.7927803333354,46.834746361135
"116D","116","","No",2013,2009,2009,2004,"","interior","Aroostook","ME","G","","","",515372,5186938,-68.798421556457,46.8358076847742
"116E","116","","No",2013,2010,2010,2010,"","interior","Aroostook","ME","G","","dominant","",515294.681939,5187774.63688,-68.7994074313329,46.8433383293349
"116F","116","","Yes",2013,2013,2013,2013,"","interior","Aroostook","ME","G","","dominant","",516019.0573,5186758.7032,-68.7899428107908,46.8341789423832
"117A","117","","No",2013,2001,2002,1980,"","interior","Washington","ME","C","7/3/1981","supercanopy","",619602.165598,5012479.67225,-67.4757057874007,45.2556414436009
"117B","117","","No",2013,1999,1999,1999,"","interior","Washington","ME","C","","dominant","",622125.469351,5008639.78169,-67.4445020527611,45.2206555825297
"117C","117","","Yes",2013,2013,2013,2001,"This nest is on the New Brunswick side of the Saint Croix River border with Maine.","interior","Charlotte","NB","","","","",620165.360149,5012332.79411,-67.4685661398128,45.2542237823286
"118A","118","","No",2013,1996,1996,1980,"","interior","Washington","ME","C","","","",636053,4970370,-67.2775538364071,44.8737601720729
"118B","118","","Yes",2013,2013,2013,1997,"","interior","Washington","ME","C","","","",635997,4970390,-67.2782571150673,44.8739508219594
"119A","119","Mink Island","No",2013,1981,1982,1980,"","coastal","Washington","ME","C","","","",614065,4927100,-67.5654715758381,44.4882070578552
"119B","119","Mink Island","No",2013,1989,1989,1983,"","coastal","Washington","ME","C","","","",614001,4927140,-67.5662673949029,44.4885771595997
"119C","119","Mink Island","No",2013,1990,1990,1990,"","coastal","Washington","ME","C","","","",612416,4926650,-67.5863015904818,44.4844156190532
"119D","119","Mud Hole","No",2013,1999,1996,1991,"","coastal","Washington","ME","C","","","",612813,4926740,-67.5812909629539,44.4851637210608
"119E","119","Mink Island","No",2013,2004,2004,1997,"","coastal","Washington","ME","C","","","",614026,4927100,-67.5659619029883,44.4882132163872
"119F","119","Mink Island","No",2013,2011,2010,2005,"","coastal","Washington","ME","C","","","",613976.111226,4927138.04249,-67.5665807424227,44.4885634704784
"119G","119","Mink Island","Yes",2013,2013,2013,2011,"","coastal","Washington","ME","C","","dominant","",614058.530353,4927117.14978,-67.5655491318034,44.4883624261216
"120A","120","","No",2013,1995,1986,1978,"","interior","Piscataquis","ME","F","","","",491784,5079800,-69.1058611974299,45.8717171836261
"121C","121","Mink Island","Yes",2013,2013,2013,1995,"","coastal","Washington","ME","C","","","",636171,4942090,-67.2836098127961,44.6192667111892
"122A","122","Jordan Island","No",2014,1986,1986,1981,"","coastal","Hancock","ME","C","","","",569468.8993,4918599.46776,-68.1273851496371,44.417354744295
"122B","122","Jordan Island","No",2014,1990,2005,1987,"Infrequent territorial behavior by adult eagle(s) was noted only once during 1991 - 2005 following destruction of this nest in 1990.","coastal","Hancock","ME","C","","","",569523.42913,4917513.55415,-68.1268457341289,44.4075743219198
"122C","122","Jordan Island","No",2014,1996,2014,1992,"Occasional territorial behavior by adult eagle(s) was noted during 7 different years during 1997 - 2014 following destruction of this nest in 1996.","coastal","Hancock","ME","C","","","",569136.63555,4918752.20625,-68.1315379605842,44.4187614750478
"123A","123","","No",2013,1985,1981,1981,"","coastal","Washington","ME","C","","","",644649,4977880,-67.1666341516153,44.9396382986407
"123B","123","","Yes",2013,2013,2013,2007,"","coastal","Washington","ME","C","","","",644834.667,4979094.717,-67.1639336345004,44.9505297807874
"124A","124","","Yes",2013,2013,2013,1981,"","interior","Washington","ME","C","","","",602457,4989290,-67.6989122755149,45.0496564975129
"124B","124","","No",2013,1984,NA,1983,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Washington","ME","C","","","",602293,4988120,-67.7012326639873,45.0391507406192
"124C","124","","No",2013,1997,1996,1995,"","interior","Washington","ME","C","","","",601647,4989910,-67.7090701913822,45.0553529312859
"125A","125","Outer Ram Island","No",2013,1984,1982,1982,"","coastal","Washington","ME","C","","","",608677.963529,4927005.11138,-67.633221453101,44.4881837870367
"125B","125","Ram Island","No",2013,1993,1993,1982,"","coastal","Washington","ME","C","","","",608545.763782,4927146.03675,-67.6348539917742,44.4894720216204
"125C","125","Ram Island","No",2013,1995,1990,1983,"","coastal","Washington","ME","C","","","",608727.45144,4927189.31825,-67.6325605069944,44.4898342311064
"125D","125","Ram Island","No",2013,1990,1988,1981,"","coastal","Washington","ME","C","","","",608816.767479,4927184.73584,-67.6314384836323,44.4897795359578
"125E","125","Ram Island","No",2013,2003,2001,1996,"","coastal","Washington","ME","C","","","",608781,4927210,-67.6318828783041,44.4900123061216
"125F","125","Outer Ram Island","No",2013,2011,2011,2003,"","coastal","Washington","ME","C","","","",608638.985014,4926978.09881,-67.6337172004895,44.4879465336706
"125G","125","Outer Ram Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","split leader at top",608688.5255,4926982.6412,-67.63309338304,44.4879799621262
"126A","126","Loon Lake island","No",2013,2000,1996,1982,"","interior","Washington","ME","C","","","",629019.901858,4965028.48865,-67.3679148837242,44.8270025984406
"126B","126","Second Lake island","No",2013,1996,NA,1994,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Washington","ME","C","","","",630584,4965110,-67.3481164560828,44.8274516507882
"126C","126","Second Lake northwestern shoreline","No",2013,2011,2011,1997,"","interior","Washington","ME","C","","","",630192,4965460,-67.352983480143,44.8306727227519
"126D","126","Second Lake island","Yes",2013,2013,2013,2013,"","interior","Washington","ME","C","","dominant","",630757.1974,4964938.2112,-67.3459706452431,44.8258741124031
"127B","127","","No",2013,1998,1999,1989,"","coastal","Washington","ME","C","","","",600340.870192,4934448.86321,-67.7365984171108,44.5563877003627
"127D","127","","No",2013,2005,2004,2004,"","coastal","Washington","ME","C","","","",599764.743594,4934239.54743,-67.7438912759936,44.5545837667841
"127E","127","","Yes",2013,2013,2013,2005,"","coastal","Washington","ME","C","","","Nest tree leader is dead above nest level.",599835.266,4934700.003,-67.7429143248791,44.5587183101321
"128A","128","Yoho Head","No",2013,1987,1993,1982,"Infrequent occupancy by adult eagles(s) was documented only once during 1982 - 2013.  Destruction of the nest occurred in 1987.","coastal","Washington","ME","C","","","",625103,4942730,-67.4229073155537,44.6270372877759
"128B","128","Hope Island","No",2013,2006,2006,2000,"","coastal","Washington","ME","C","","","",623796.832,4942598.932,-67.4393988220277,44.6260839420445
"128C","128","Hope Island","Yes",2013,2013,2013,2007,"","coastal","Washington","ME","C","","","",623870,4942550,-67.4384886047196,44.6256309890955
"129B","129","","No",2013,1989,1986,1983,"","coastal","Washington","ME","C","","","",644915.01825,5000619.22364,-67.1567041338565,45.1441737366758
"129C","129","","No",2013,1993,1993,1990,"","coastal","Washington","ME","C","","","",646836.242321,4998888.12116,-67.1327879265392,45.1282021865659
"129D","129","","No",2013,2008,2008,1994,"","coastal","Washington","ME","C","","","",645456.917695,4999054.46622,-67.1502702211748,45.1299841613472
"129E","129","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",645937.4861,4998497.5805,-67.1443247071791,45.1248747393619
"130A","130","","Yes",2013,2013,1998,1982,"","interior","Washington","ME","C","","","",613894,5002270,-67.5507662159952,45.1647152533428
"130B","130","","No",2013,2000,1996,1985,"","interior","Washington","ME","C","","","",615772.61971,5002806.39959,-67.5267453069793,45.1692363515358
"130C","130","","Yes",2013,2013,2008,2006,"","interior","Washington","ME","C","","","",614052.577,5001143.013,-67.5490065466949,45.1545481230404
"130D","130","","Yes",2013,2013,2013,2013,"","interior","Washington","ME","C","","dominant","",614701.715,5000907.3734,-67.5408049221099,45.1523224519947
"131A","131","","No",2013,1991,1992,1982,"","coastal","Washington","ME","C","","","",623556.922787,4948582.59884,-67.4409797039395,44.6799730847318
"131B","131","","No",2013,2010,2010,1993,"","coastal","Washington","ME","C","","","",623526.401532,4948431.47913,-67.4414011412684,44.6786183992993
"132A","132","Bald Mountain","No",2013,1996,1996,1976,"","interior","Washington","ME","C","","","",634891,4994100,-67.2859061345581,45.0875021246084
"132B","132","Bald Mountain","Yes",2013,2013,2013,1997,"","interior","Washington","ME","C","","","",634888,4994000,-67.2859711562035,45.0866029211863
"133B","133","","Yes",2013,2013,2013,2001,"","coastal","Washington","ME","C","","","",649308.097163,4978612.11776,-67.1073972776761,44.9452621820964
"134A","134","","No",2013,1987,1987,1983,"","interior","Piscataquis","ME","E","","","",476643.645323,5076211.35997,-69.3007650399131,45.839070574844
"134B","134","","No",2013,1994,2009,1988,"Occasional occupancy by adult eagle(s) was noted 7 times during the period 1995 - 2009 following destruction of the nest in 1994.","interior","Piscataquis","ME","E","","","",476577.90321,5075998.38539,-69.3016012477793,45.837151470884
"135A","135","","No",2013,1987,NA,1983,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Washington","ME","C","","","",575401.954901,5006909.83525,-68.0397662459471,45.2116402679926
"136A","136","","No",2013,1985,2007,1984,"Infrequent occupancy by adult eagles(s) was documented only twice during 1986 - 2007 following destruction of the nest occurred in 1985.","coastal","Washington","ME","C","","","",654894.909559,4971388.46029,-67.0388330000044,44.879077249944
"136B","136","","No",2013,1986,2000,1982,"Occasional occupancy by adult eagle(s) was noted 5 times during the period 1987 - 2000 following destruction of the nest in 1994.","coastal","Washington","ME","C","","","",654708,4970730,-67.0413991739388,44.8731937843822
"137A","137","Five Islands","No",2013,1988,1988,1984,"","interior","Aroostook","ME","F","","","",593601,5065800,-67.7968227584563,45.7394215859923
"137B","137","","",2013,NA,NA,NA,"This nest is on the New Brunswick side of the East Grand Lake border with Maine.","interior","","NB","","","","",595371.880606,5066984.51123,-67.77383113889,45.7498386666613
"137C","137","Five Islands","Yes",2013,2013,2008,1992,"","interior","Aroostook","ME","F","","","",593590.715198,5065850.10557,-67.7969452484955,45.7398738664686
"137D","137","Five Islands","Yes",2013,2013,2013,2009,"","interior","Aroostook","ME","F","","","",593599.855127,5065825.16675,-67.7968326069335,45.7396482107245
"138A","138","Little Duck Island","No",2013,1984,1986,1984,"","coastal","Hancock","ME","C","","","",560417,4891410,-68.2442236211838,44.1734002903553
"138B","138","Great Duck Island","No",2013,1991,1990,1990,"","coastal","Hancock","ME","C","","","",560047,4888920,-68.2491360603309,44.1510146442425
"138C","138","Great Duck Island","No",2013,1993,1991,1991,"","coastal","Hancock","ME","C","","","",560224.484924,4889587.73735,-68.2468404166681,44.157011333307
"138D","138","Great Duck Island","No",2013,1992,1992,1992,"","coastal","Hancock","ME","C","","","",560314.298367,4889636.28496,-68.2457117500048,44.1574409721887
"138E","138","Great Duck Island","No",2013,1994,1994,1993,"","coastal","Hancock","ME","C","","","",560113,4889100,-68.2482902576398,44.1526296660153
"138F","138","Great Duck Island","No",2013,2009,2007,1995,"","coastal","Hancock","ME","C","","","",560064,4889010,-68.2489132241595,44.1518234715153
"138G","138","Great Duck Island","No",2013,2000,2000,1998,"","coastal","Hancock","ME","C","","","",559990,4888970,-68.2498430603447,44.1514694513033
"138H","138","Great Duck Island","Yes",2013,2013,2013,2008,"","coastal","Hancock","ME","C","","","",560246.285986,4889611.64621,-68.2465650598289,44.1572247747114
"139A","139","","No",2013,1996,1995,1984,"","interior","Piscataquis","ME","G","","","",491687.71408,5154972.00787,-69.1084249444488,46.5482638333288
"139B","139","","No",2013,2007,2007,1986,"","interior","Piscataquis","ME","G","","","",490656.075808,5155249.88781,-69.1218871388933,46.5507510555327
"139C","139","","No",2013,2008,2008,2008,"","interior","Piscataquis","ME","G","","","",491321.193536,5155518.24991,-69.113216027777,46.5531750832999
"139D","139","","No",2013,2009,2009,2009,"","interior","Piscataquis","ME","G","","dominant","",491821,5155387,-69.10669369214,46.5520001726209
"139E","139","","Yes",2013,2013,2013,2013,"","interior","Piscataquis","ME","G","","supercanopy","",492092.8567,5154308.0085,-69.1031289813146,46.5422930792692
"140A","140","","No",2013,1984,1986,1983,"","interior","Washington","ME","C","","","",617252,5012390,-67.505668789481,45.2552302989031
"140B","140","","No",2013,1988,1988,1987,"","interior","Washington","ME","C","","","",617275,5012290,-67.5053993730704,45.2543266182118
"140C","140","","No",2013,2005,2005,1989,"","interior","Washington","ME","C","","","",617292,5012350,-67.5051686244998,45.2548636905458
"140D","140","","Yes",2013,2013,2013,2006,"","interior","Washington","ME","C","","","",617132.300518,5012320.9495,-67.507210075556,45.2546288972916
"141A","141","","No",2013,2007,2007,1985,"","interior","Penobscot","ME","F","","dominant","Witches' broom is the primary nest support.",518546,5053150,-68.7620615222137,45.6316487906501
"141B","141","","No",2013,1993,1992,1991,"","interior","Penobscot","ME","F","","","",518774.790299,5052337.94422,-68.7591575555566,45.6243334444113
"141C","141","","Yes",2013,2013,2013,2002,"","interior","Penobscot","ME","F","","","",518842,5053050,-68.7582678523841,45.6307407334128
"142A","142","","No",2013,1989,1987,1984,"","interior","Washington","ME","C","","","",580697.398008,4959876.20312,-67.9798802285546,44.787727766932
"142B","142","","No",2013,1991,1988,1988,"","interior","Washington","ME","C","","","",578875,4959890,-68.0029120408451,44.788055393393
"142C","142","","No",2013,2010,2005,1989,"","interior","Washington","ME","C","","","",580701.181306,4959536.35239,-67.9798862920601,44.7846683989883
"142D","142","","Yes",2013,2013,2013,2007,"","interior","Washington","ME","C","","","",579628.165249,4958910.94317,-67.9935456018245,44.779159505731
"143A","143","Norway Island","No",2013,1990,1990,1985,"","interior","Aroostook","ME","F","","","",564988.753353,5090422.53111,-68.161240787432,45.964295982109
"143B","143","Norway Island","Yes",2013,2013,2011,1991,"","interior","Aroostook","ME","F","","","",564739.499738,5090627.77672,-68.164429591381,45.9661666414626
"143C","143","Norway Island","Yes",2013,2013,2013,2013,"","interior","Aroostook","ME","F","","dominant","",564592.0117,5090779.8439,-68.166312433651,45.9675490626235
"144B","144","Sheep Island","No",2013,2006,2003,2001,"","coastal","Washington","ME","C","","","",586324,4923650,-67.9148572034279,44.4610020563294
"144C","144","Sheep Island","No",2013,2009,2007,2004,"","coastal","Washington","ME","C","","","",586280.308,4923680.151,-67.9154013142606,44.4612786667982
"144D","144","Sheep Island","Yes",2013,2013,2013,2008,"","coastal","Washington","ME","C","","","",586258.083,4923732.935,-67.9156718519216,44.461756436708
"145A","145","Stevens Point","No",2013,1985,1985,1985,"","coastal","Hancock","ME","C","","","",580563.367689,4926851.78118,-67.9867613888825,44.4904873888986
"145B","145","Garden Point","No",2013,2000,1999,1986,"","coastal","Hancock","ME","C","","","",579778,4924610,-67.996983191107,44.4703954864296
"145C","145","Garden Point","No",2013,1991,1988,1986,"","coastal","Hancock","ME","C","","","",579624,4924930,-67.9988698315715,44.4732929154567
"145D","145","Williams Point","Yes",2013,2013,2013,2001,"","coastal","Hancock","ME","C","","","",578807.758079,4924366.7334,-68.0092168761208,44.4683122064651
"146A","146","Long Pond upland","No",2013,1985,1985,1985,"","coastal","Knox","ME","C","","","",530939,4876870,-68.6138147494986,44.0443391456119
"146C","146","Long Pond upland","Yes",2013,2013,2013,1987,"","coastal","Knox","ME","C","","","",531156,4877540,-68.6110667154355,44.0503621206967
"146D","146","Long Pond upland","No",2013,2004,NA,2004,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Knox","ME","C","","","",530901.516087,4876350.9104,-68.6143129397115,44.0396672383383
"147A","147","Ram Island","No",2013,1995,1995,1985,"","coastal","Hancock","ME","C","","","",530971,4886940,-68.6128243465848,44.1349996393343
"147B","147","No Mans Island","No",2013,1995,2014,1991,"Infrequent occupancy by adult eagles(s) was documented only twice during 1996 - 2013 following destruction of the nest occurred in 1995.","coastal","Hancock","ME","C","","","",531905.683089,4886530.79777,-68.6011647284716,44.1312753628771
"147C","147","Ram Island","No",2013,2003,2003,1996,"","coastal","Hancock","ME","C","","","",531001.312096,4886932.1247,-68.6124458803495,44.1349274524855
"147D","147","Ram Island","No",2013,2006,2007,2004,"","coastal","Hancock","ME","C","","","",530959.001691,4886952.46269,-68.6129736039974,44.1351123502739
"148A","148","Inner Ram Island","No",2013,1994,1994,1986,"","coastal","Washington","ME","C","","","",608854.238097,4928044.50817,-67.6307862777762,44.4975119722259
"148B","148","Inner Ram Island","No",2013,2002,2002,1995,"","coastal","Washington","ME","C","","","",608931,4928120,-67.6298050950423,44.4981798318051
"148C","148","Inner Ram Island","No",2013,2004,2009,2003,"","coastal","Washington","ME","C","","","",608806.438,4928054.5,-67.6313852525111,44.4976091055807
"148D","148","East Sheep Island","Yes",2013,2013,2013,2008,"","coastal","Washington","ME","C","","","",609022.338,4929710.266,-67.6283208673517,44.5124786398509
"149A","149","","No",2013,1997,1991,1986,"","interior","Penobscot","ME","F","","","",538375.100357,5026160.20886,-68.5097817500053,45.3879062777418
"149C","149","Penobscot River shoreline","Yes",2014,2014,2009,1993,"","interior","Penobscot","ME","F","","","",537768.656365,5025885.29232,-68.5175494702352,45.3854647404096
"149D","149","Mattanawcook Island","Yes",2014,2014,2014,2010,"","interior","Penobscot","ME","F","","dominant","",538333.954079,5025567.28576,-68.5103534254354,45.3825716386092
"150B","150","Johns Island","No",2013,1991,1991,1989,"","coastal","Hancock","ME","C","","","",541016,4894230,-68.4866849754732,44.2001360922
"150C","150","Johns Island","No",2013,2006,2006,1994,"","coastal","Hancock","ME","C","","","",540763,4894320,-68.4898441524863,44.2009605303424
"150D","150","Johns Island","No",2013,2009,2013,1995,"","coastal","Hancock","ME","C","","","",540752,4894280,-68.4899849205953,44.2006010316297
"151A","151","","Yes",2013,2013,2013,1986,"","interior","Penobscot","ME","F","","","",546374.838617,5034385.90836,-68.4068201483179,45.4614596414455
"151B","151","","No",2013,2006,2005,2005,"","interior","Penobscot","ME","F","","","",546055.152246,5035065.92873,-68.4108452801967,45.4676014721247
"152B","152","Ringtown Island","No",2013,1988,1989,1988,"","coastal","Hancock","ME","C","","","",540624,4885690,-68.4922505137468,44.1232732699756
"152C","152","Ringtown Island","No",2013,1997,1997,1986,"","coastal","Hancock","ME","C","","","",540600,4885660,-68.4925527842352,44.1230045138725
"152D","152","Ringtown Island","No",2013,2000,2000,1998,"","coastal","Hancock","ME","C","","","",540686,4885740,-68.4914717595087,44.1237199713933
"152E","152","Ringtown Island","No",2013,2004,2002,2001,"","coastal","Hancock","ME","C","","","",540640,4885620,-68.4920559413435,44.1226421737915
"152F","152","Ringtown Island","Yes",2013,2013,2013,2003,"","coastal","Hancock","ME","C","","","",540642.441339,4885655.63889,-68.4920226797692,44.1229628936657
"153C","153","Pig Island","No",2013,1994,1994,1993,"","coastal","Washington","ME","C","","","",612916,4930740,-67.5791217344422,44.521147395569
"153D","153","Sheep Island","No",2013,2007,2005,1995,"","coastal","Washington","ME","C","","","",613722,4930210,-67.5690993414185,44.5162508509963
"153E","153","Sheep Island","Yes",2013,2013,2013,2006,"","coastal","Washington","ME","C","","","",613683.671267,4930224.41297,-67.569578286922,44.5163866062521
"154B","154","","No",2013,1995,1994,1992,"","interior","Penobscot","ME","F","","","",536123.058284,5024362.79207,-68.5386808176716,45.3718475132991
"154C","154","","Yes",2014,2014,2014,1995,"","interior","Penobscot","ME","F","","","",535594,5023630,-68.5454899120234,45.3652786960168
"154E","154","","Yes",2014,2014,2010,2010,"","interior","Penobscot","ME","F","","dominant","",536890.89501,5024472.81212,-68.5288670608187,45.3727977828459
"155A","155","Hog Island","No",2013,1988,1988,1987,"","coastal","Lincoln","ME","B","","","",466106.971631,4868042.18369,-69.4224924553823,43.9647294688506
"155B","155","Crotch Islands","No",2013,1998,1989,1989,"Nest was used only by ospreys during the period 1993 - 1995.","coastal","Lincoln","ME","B","","","",467056.033583,4868427.15684,-69.4106861388874,43.9682386389157
